0.081864,0.71631,0.28652,0.24559,0.16373,0.24559,0.24559,0.22513,0.1228,0.20466,0.26606,0.24559,0.1228,0.22513,0.24559,0.24559,1.4015,2.1968
0.061398,0.62772,0.31787,0.24559,0.15829,0.24559,0.24559,0.22513,0.12823,0.20466,0.26606,0.24559,0.1228,0.22513,0.26062,0.24559,1.4371,2.2138
0.061398,0.55258,0.34792,0.24559,0.14326,0.24559,0.24559,0.22513,0.14326,0.20466,0.26606,0.24559,0.1228,0.22513,0.24559,0.24559,1.4803,2.2491
0.061398,0.47072,0.38885,0.24559,0.14326,0.24559,0.26606,0.22513,0.14326,0.20466,0.26606,0.22513,0.1228,0.24559,0.22513,0.24559,1.5257,2.2848
0.061398,0.4286,0.45204,0.26606,0.16313,0.24559,0.26606,0.24559,0.14326,0.20525,0.28652,0.24559,0.1228,0.24559,0.24559,0.26606,1.58,2.2703
0.061398,0.39584,0.50117,0.26606,0.14676,0.24559,0.26606,0.24559,0.14326,0.22163,0.28652,0.24559,0.1228,0.24559,0.24559,0.26606,1.6376,2.244
0.056962,0.31859,0.59523,0.27049,0.14326,0.24559,0.24559,0.24559,0.1228,0.20466,0.26606,0.24559,0.1228,0.22513,0.24559,0.26606,1.6935,2.244
0.040932,0.27772,0.70179,0.28652,0.14326,0.24559,0.24559,0.24559,0.1228,0.20466,0.26606,0.23679,0.1228,0.23393,0.24559,0.25726,1.744,2.2382
0.05971,0.25667,0.74617,0.29591,0.15265,0.24559,0.25498,0.25498,0.13219,0.20466,0.27545,0.23452,0.13219,0.24559,0.25498,0.25498,1.7878,2.2511
0.081864,0.24486,0.75724,0.30772,0.16373,0.24633,0.26606,0.26606,0.14326,0.20466,0.28652,0.24559,0.14326,0.24559,0.26606,0.26606,1.8234,2.2766
0.081864,0.22513,0.75724,0.32746,0.16373,0.26606,0.26606,0.26606,0.14326,0.20466,0.28652,0.24559,0.14326,0.24559,0.26606,0.26606,1.8416,2.266
0.061398,0.20973,0.7317,0.3376,0.14326,0.24559,0.26606,0.24559,0.14326,0.20466,0.26606,0.24559,0.14326,0.24559,0.24559,0.25067,1.8728,2.2455
0.061398,0.22513,0.71631,0.36839,0.14326,0.24559,0.26606,0.24559,0.14326,0.20466,0.26606,0.24559,0.14326,0.24559,0.24559,0.26606,1.9081,2.2251
0.077353,0.22513,0.68682,0.44783,0.14326,0.24559,0.28652,0.26606,0.14326,0.22513,0.28652,0.24559,0.14326,0.24559,0.26606,0.26606,1.9457,2.2101
0.061398,0.22452,0.65311,0.51406,0.14326,0.24559,0.28652,0.26546,0.14326,0.22392,0.28592,0.24559,0.14266,0.24499,0.26546,0.26606,1.9878,2.2012
0.061398,0.21765,0.56753,0.64548,0.14326,0.24559,0.28652,0.24559,0.14326,0.18419,0.26606,0.24559,0.1228,0.22513,0.24559,0.26606,2.0176,2.1985
0.061398,0.22513,0.54752,0.69057,0.14326,0.24559,0.28146,0.24559,0.14326,0.18926,0.26606,0.24559,0.1228,0.22513,0.24559,0.26606,2.0503,2.2033
0.061398,0.22513,0.53212,0.73678,0.14326,0.24559,0.26606,0.24559,0.14326,0.20466,0.26606,0.24559,0.1228,0.22513,0.24559,0.26606,2.1144,2.2212
0.061398,0.21659,0.51165,0.76578,0.14326,0.22513,0.26606,0.24559,0.14326,0.20466,0.2746,0.24559,0.1228,0.23367,0.24559,0.25752,2.1356,2.2308
0.061398,0.20466,0.51165,0.77771,0.14326,0.22513,0.26606,0.25614,0.14326,0.20466,0.27598,0.24559,0.1228,0.24559,0.23505,0.24559,2.1449,2.2341
